horizon_days,n_events,car_BTCUSD,car_GOLD,difference,difference_ci_low,difference_ci_high,difference_t_stat,difference_p_value
30,4,-0.008473191304022382,-0.026244858072296005,0.01777166676827363,-0.22101636970980174,0.256559703246349,0.23685179575827936,0.8280236605194705
90,4,0.12087504470089594,-0.0383633500081238,0.15923839470901974,-0.5821529352843533,0.9006297247023929,0.6835359686571439,0.5433288625997672
180,4,0.4773686115957043,-0.10766792875044648,0.5850365403461508,-1.1898002286243092,2.359873309316611,1.049024568811803,0.37122342005748377
365,4,1.2522700685462427,-0.1725593324362965,1.424829400982539,-2.00455389392734,4.854212695892418,1.3222327960676792,0.277862242977577
