offset_days,mean_daily_return,std_across_events,car,car_sd_across_events,car_ci_low,car_ci_high,car_t_stat,car_p_value,car_boot_ci_low,car_boot_ci_high,n_events
121,0.0062200135471467445,0.01262363050311327,0.29625506841768706,0.9453206182834183,-1.2079609860646003,1.8004711228999744,0.626782200002468,0.5752571536081718,-0.40048660620056376,1.1230075794631882,4
122,0.007159622785895994,0.01324636633411727,0.3034146912035831,0.9567382449466901,-1.2189693551735235,1.8257987375806897,0.6342689712806234,0.5709662249117454,-0.4027351452505341,1.1394060992059052,4
123,0.02314953850460688,0.015075290509980226,0.32656422970818993,0.9627422960306432,-1.2053736017633472,1.858502061179727,0.6784042439074386,0.5461587530286571,-0.3796172979349972,1.1725948958837653,4
124,0.014925643644941759,0.04571207718531178,0.34148987335313175,1.0076168515843906,-1.2618533898800413,1.9448331365863047,0.6778169158567929,0.5464833632781078,-0.39416328839015513,1.230773688960003,4
125,0.036423946791352635,0.050333689411491446,0.3779138201444843,1.0376243779235814,-1.2731781137531195,2.029005754042088,0.7284212441128995,0.5190655847260905,-0.3666141398474788,1.3050473204402344,4
126,0.03722749726358655,0.07188031797529944,0.4151413174080709,1.1080045919944617,-1.3479412426070074,2.1782238774231493,0.7493494528949497,0.5080537982485498,-0.3788567022811732,1.4037634412289817,4
127,0.0024962841576255984,0.008188757637743951,0.4176376015656964,1.1126640265634826,-1.3528591586138279,2.1881343617452207,0.7506984886634479,0.5073505689591143,-0.38295119279538503,1.406629146265292,4
128,0.009949097958373735,0.029768527747764787,0.42758669952407025,1.140642826289206,-1.3874305745621547,2.2426039736102954,0.7497293450134882,0.5078556861700442,-0.39464115935364386,1.4414455731760365,4
129,-0.015150533043160826,0.030524150833287526,0.4124361664809094,1.1515369502751727,-1.4199160899195364,2.2447884228813555,0.7163229393244449,0.5255188797839917,-0.4207294619406404,1.436495224558603,4
130,0.045383874230660155,0.07482895044832746,0.45782004071156956,1.218481748578895,-1.4810563286986986,2.3966964101218378,0.751459824893596,0.5069540500650574,-0.4074183077806336,1.5608577879101855,4
131,0.030668686103044854,0.056657075665222066,0.4884887268146144,1.2731333742745583,-1.5373505747321095,2.5143280283613385,0.7673802865987379,0.4987206751458584,-0.41094194980528265,1.6444495145179,4
132,0.05053733543372963,0.10481982669009755,0.539026062248344,1.3695134234528799,-1.6401754050036859,2.718227529500374,0.7871789396402218,0.4886370034085131,-0.4068984606536432,1.8034088789881477,4
133,-0.10035379215158657,0.16734850417449523,0.4386722700967576,1.2072042834858747,-1.4822591357543864,2.3596036759479015,0.7267573120765694,0.519949334310192,-0.410218964877898,1.5411391352171417,4
134,-0.18048776395382637,0.32535698955588566,0.2581845061429311,0.9207550951312528,-1.206942319142871,1.7233113314287332,0.5608103772830649,0.6140859443637688,-0.4438424775485529,1.0319069066515583,4
