level,low,high,low_pct,high_pct
0.5,75668.93669026937,92141.06223444358,-0.06830012940468169,0.13451859528225452
0.68,72029.01568826805,96882.02738105062,-0.11311791163972561,0.19289336314335379
0.95,60434.22660068202,115848.43890768275,-0.2558827496960941,0.42642384391847354
