level,low,high,low_pct,high_pct
0.5,77597.73425191565,86501.87041876087,-0.04455114445533332,0.06508410188584586
0.68,75523.22934846353,88926.74131365423,-0.07009420128467879,0.09494116077686955
0.9,70906.42325691329,94941.80313626213,-0.12694021797535845,0.16900368321835751
