horizon_days,n_events,car_BTCUSD,car_SP500,difference,difference_ci_low,difference_ci_high,difference_t_stat,difference_p_value
30,4,-0.008473191304022382,0.039164264967590776,-0.04763745627161316,-0.25268130264723926,0.15740639010401297,-0.7393718435567294,0.5132797540533838
90,4,0.12087504470089594,0.0635987616714713,0.05727628302942467,-0.6729916409212109,0.7875442069800602,0.24960523299623671,0.819007711802598
180,4,0.4773686115957043,0.11202720530997654,0.36534140628572775,-1.1805703350338947,1.9112531476053505,0.7520994747143073,0.5066211045628193
365,4,1.2522700685462427,0.1370561932543488,1.115213875291894,-1.676590574157652,3.90701832474144,1.271259624836397,0.2932508950471388
