horizon_days,n_events,car_BTCUSD,car_NASDAQ,difference,difference_ci_low,difference_ci_high,difference_t_stat,difference_p_value
30,4,-0.008473191304022382,0.05286855309759846,-0.06134174440162085,-0.2900061905119167,0.167322701708675,-0.8537261089397055,0.4560041737534593
90,4,0.12087504470089594,0.09560353933203172,0.025271505368864203,-0.7438975730147499,0.7944405837524784,0.10456115716340346,0.9233226845312376
180,4,0.4773686115957043,0.1399432492392387,0.3374253623564655,-1.2105434650927522,1.885394189805683,0.6937078309967311,0.537753380545078
365,4,1.2522700685462427,0.1700306079416624,1.0822394606045804,-1.6937508871347704,3.858229808343931,1.2406991888995815,0.3029005901507303
